feat1,bin1,lo1,hi1,feat2,bin2,lo2,hi2,class_id,n_images,n_anns,AP,AP50,AR1,AR10,AR100,MR2,AP_R50,AP50_R50,tag,med_luma,med_rms_contrast,med_wavelet_mad_db1,med_laplacian_score,med_median_h_r50_px
luma,0,23.538259696960445,61.46542353820799,rms_contrast,0,0.34890252654672693,0.6462678877879457,ALL,21,19,0.1477172717271727,0.2618261826182618,0.13684210526315788,0.16842105263157894,0.16842105263157894,0.4285714285714286,0.3517326732673267,0.5742574257425742,luma_00_23.54-61.47__rms_contrast_00_0.3489-0.6463,60.35221837615965,0.6358092052814996,2.0756115641215738,57431.08661718369,57.5
luma,0,23.538259696960445,61.46542353820799,rms_contrast,1,0.6462678877879457,0.7490694636853937,ALL,877,353,0.3090441875286097,0.5316880309167719,0.2739376770538244,0.46402266288951843,0.46402266288951843,0.46645945382918463,0.33964383435704143,0.5498155798376723,luma_00_23.54-61.47__rms_contrast_01_0.6463-0.7491,59.351576504516615,0.7234009015883307,2.5203854707190514,88811.51920013428,73.75
luma,0,23.538259696960445,61.46542353820799,rms_contrast,2,0.7490694636853937,0.8726695457290968,ALL,3870,1139,0.29917873250722604,0.5435971347335138,0.28059701492537314,0.46935908691834943,0.47050043898156285,0.40888738631896615,0.32409742200572705,0.5742052335959766,luma_00_23.54-61.47__rms_contrast_02_0.7491-0.8727,57.03220288925171,0.8211081253085204,2.594514455151965,97599.24869246483,86.0
luma,0,23.538259696960445,61.46542353820799,rms_contrast,3,0.8726695457290968,1.7559677572808499,ALL,8194,749,0.37219769290813925,0.6206433411288959,0.3012016021361816,0.4823765020026703,0.4837116154873164,0.29423867136041565,0.400313923309236,0.6481799118253856,luma_00_23.54-61.47__rms_contrast_03_0.8727-1.756,51.77370657653808,1.0016578352948908,3.039288361749448,87527.26974349022,159.0
luma,1,61.46542353820799,71.71443908081054,rms_contrast,0,0.34890252654672693,0.6462678877879457,ALL,838,450,0.49924011919717076,0.8387197931525859,0.3048888888888889,0.6015555555555555,0.6015555555555555,0.1094444914255306,0.5570478629383097,0.9071532692783244,luma_01_61.47-71.71__rms_contrast_00_0.3489-0.6463,69.31797951431275,0.6237122319982871,2.5203854707190465,91892.56301894187,83.0
luma,1,61.46542353820799,71.71443908081054,rms_contrast,1,0.6462678877879457,0.7490694636853937,ALL,4319,1954,0.44061326149716945,0.7728019573569365,0.30946775844421703,0.5570112589559878,0.5571647901740022,0.19665223089590972,0.4878454574826941,0.8351167089062719,luma_01_61.47-71.71__rms_contrast_01_0.6463-0.7491,67.41833447570801,0.7027738545627316,2.594514455151968,114468.4945380211,96.0
luma,1,61.46542353820799,71.71443908081054,rms_contrast,2,0.7490694636853937,0.8726695457290968,ALL,4814,762,0.3534452503321665,0.6266228079284241,0.3413385826771653,0.5211286089238845,0.5211286089238845,0.2371583779120328,0.3873100141107901,0.682885406097783,luma_01_61.47-71.71__rms_contrast_02_0.7491-0.8727,66.31344610900877,0.8006578680034595,3.067086730911792,107110.5108300686,113.0
luma,1,61.46542353820799,71.71443908081054,rms_contrast,3,0.8726695457290968,1.7559677572808499,ALL,2991,40,0.5381773581274609,0.8080768444064983,0.40499999999999997,0.625,0.625,7.590318728137828e-05,0.6099756059584398,0.8982692432226478,luma_01_61.47-71.71__rms_contrast_03_0.8727-1.756,66.18388246307373,0.9476855704161737,3.2616753150482,105875.50970220566,244.75
luma,2,71.71443908081054,82.67803786773682,rms_contrast,0,0.34890252654672693,0.6462678877879457,ALL,3378,1374,0.4315124800368914,0.7565166049474041,0.35975254730713246,0.5424308588064047,0.5425764192139738,0.18850688649313613,0.4920976205961271,0.836255580400229,luma_02_71.71-82.68__rms_contrast_00_0.3489-0.6463,78.10511966781614,0.6091923961347092,2.7427724240177827,113296.9569838524,84.0
luma,2,71.71443908081054,82.67803786773682,rms_contrast,1,0.6462678877879457,0.7490694636853937,ALL,5236,746,0.3138879101149306,0.5956371924442049,0.36139410187667553,0.4833780160857909,0.4835120643431636,0.2865886791595417,0.35745923185707296,0.6571851755160363,luma_02_71.71-82.68__rms_contrast_01_0.6463-0.7491,76.10007405471802,0.6930727198853861,2.8215344699777747,122453.68114981652,89.0
luma,2,71.71443908081054,82.67803786773682,rms_contrast,2,0.7490694636853937,0.8726695457290968,ALL,2847,48,0.4726238072203601,0.6929174865483136,0.4645833333333334,0.5375000000000001,0.5375000000000001,0.1796063331711754,0.5249724221910017,0.7663177746346063,luma_02_71.71-82.68__rms_contrast_02_0.7491-0.8727,75.75853337860104,0.7964709457719658,3.484062268346921,104994.33702383042,108.0
luma,2,71.71443908081054,82.67803786773682,rms_contrast,3,0.8726695457290968,1.7559677572808499,ALL,1500,39,0.00014219507057088688,0.00015799452285654097,0.023076923076923075,0.023076923076923075,0.023076923076923075,0.9785489015024259,0.00023699178428481145,0.00026332420476090165,luma_02_71.71-82.68__rms_contrast_03_0.8727-1.756,75.95094157714844,0.9531392727080217,3.261675315048193,115134.94170718195,54.0
luma,3,82.67803786773682,140.77163901467188,rms_contrast,0,0.34890252654672693,0.6462678877879457,ALL,8725,2229,0.38875723209931284,0.6653137407753874,0.324988784208165,0.4951547779273217,0.49537909376401973,0.25030029936270765,0.45732600690110037,0.7568132179564975,luma_03_82.68-140.8__rms_contrast_00_0.3489-0.6463,93.17807732543945,0.5476487759176475,3.039288361749434,96137.15413665771,86.0
luma,3,82.67803786773682,140.77163901467188,rms_contrast,1,0.6462678877879457,0.7490694636853937,ALL,2530,240,0.4308827989158737,0.8074599467137399,0.4145833333333334,0.55125,0.55125,0.14061026830212714,0.43629372184542836,0.7907214736025524,luma_03_82.68-140.8__rms_contrast_01_0.6463-0.7491,87.51061728744507,0.6863255696299684,3.4840622683469205,114327.64455938339,95.25
luma,3,82.67803786773682,140.77163901467188,rms_contrast,2,0.7490694636853937,0.8726695457290968,ALL,1430,8,0.02995470355913068,0.05449633371260825,0.3375,0.45,0.45,0.308048995444684,0.03409329881997738,0.06199565297688978,luma_03_82.68-140.8__rms_contrast_02_0.7491-0.8727,86.96843348083496,0.7881801311074746,3.7805782060785775,112723.47168459893,114.5
